time	frequency
0.35435374149659865	242.1509324358467
0.36435374149659866	256.19294941570166
0.37435374149659867	258.89008537904169
0.38435374149659862	264.20140680122017
0.39435374149659863	270.95241979573706
0.40435374149659864	277.76306243414786
0.41435374149659865	281.62600684775589
0.42435374149659866	282.91358129355228
0.43435374149659867	282.48856813028999
0.44435374149659862	281.16561428778385
0.45435374149659863	279.61746654746139
0.46435374149659864	278.61342414135572
0.47435374149659865	278.65680555728409
0.48435374149659866	278.59051119023462
0.49435374149659866	278.14810293299183
0.50435374149659862	277.37114329008114
0.51435374149659863	275.97921948633103
0.52435374149659864	274.7267632722855
0.53435374149659864	274.24603667743435
0.54435374149659865	273.81293751855662
0.55435374149659866	273.72270224747245
0.56435374149659867	273.51604931331156
0.57435374149659868	273.22266659842506
0.58435374149659869	273.48761963908265
0.5943537414965987	274.25903441819372
0.6043537414965986	275.21099173268607
0.6143537414965986	276.32034380160877
0.62435374149659861	277.0886847612216
0.63435374149659862	277.78457819549038
0.64435374149659863	279.03925426363531
0.65435374149659864	280.66358906680324
0.66435374149659865	281.47746669696744
0.67435374149659866	281.13181181190464
0.68435374149659867	281.04273185753851
0.69435374149659868	281.37731657394323
0.70435374149659868	281.62975217858582
0.71435374149659869	281.68282440943159
0.7243537414965987	281.69300899095396
0.7343537414965986	281.77026693852332
0.74435374149659861	281.54939219085145
0.75435374149659862	281.18346831257321
0.76435374149659863	281.21388332014516
0.77435374149659864	281.44530743991595
0.78435374149659864	281.86442369596523
0.79435374149659865	281.87469530703299
0.80435374149659866	281.532985172211
0.81435374149659867	281.38593095182438
0.82435374149659868	281.40744141311518
0.83435374149659869	281.81099594549835
0.8443537414965987	282.36088484135786
0.85435374149659871	282.72381089070717
0.8643537414965986	282.63262649817841
0.87435374149659861	282.19645877234387
0.88435374149659862	281.97596692770901
0.89435374149659863	280.99939246146664
0.90435374149659864	279.73860718484519
0.91435374149659865	278.75048955777174
0.92435374149659866	278.45644743297703
0.93435374149659867	279.66544483067457
0.94435374149659868	283.66458183711768
0.95435374149659868	291.28501488348093
0.96435374149659869	294.58463988266715
0.9743537414965987	293.79295874935303
0.9843537414965986	293.41876781576497
0.99435374149659861	293.41997770562318
1.0043537414965986	293.76776885294498
1.0143537414965986	289.93585376418361
