time	frequency
0.11056689342403672	199.48473401055077
0.12056689342403673	206.89473116064022
0.13056689342403671	215.41362310080956
0.14056689342403672	218.60760293424559
0.15056689342403673	218.86456399713703
0.16056689342403674	219.2442503209156
0.17056689342403672	219.75656775756721
0.18056689342403673	220.09889042783141
0.19056689342403674	219.42049554126109
0.20056689342403672	218.37253605872596
0.21056689342403673	215.8432617732247
0.22056689342403674	212.31536817415008
0.23056689342403672	206.54218869471356
0.24056689342403673	206.92630105608322
0.25056689342403671	211.91757108088939
0.26056689342403672	211.55689644107036
0.27056689342403673	208.97538652008336
0.28056689342403673	208.72877078054464
0.29056689342403674	210.39858702576313
0.30056689342403675	208.80507689326069
0.31056689342403671	208.72834820057145
0.33056689342403672	219.57503014297703
0.34056689342403673	220.91177172141479
0.35056689342403674	222.5489594085407
0.36056689342403675	226.26234026433758
0.37056689342403676	229.44925442653587
0.38056689342403671	231.14904908674851
0.39056689342403672	232.90345637221174
0.40056689342403673	235.49093595566754
0.41056689342403674	236.68136724479896
0.42056689342403675	238.72764857761717
0.43056689342403676	239.93248328942258
0.44056689342403671	239.27490446353778
0.45056689342403672	237.90308954290461
0.46056689342403673	235.31477270501404
0.47056689342403674	233.26228754860958
0.48056689342403675	228.24125142567357
0.49056689342403675	229.37183423457552
0.50056689342403671	228.57413237932283
0.51056689342403672	227.48822206395349
0.52056689342403673	227.82434453580348
0.53056689342403673	227.19179092936537
0.54056689342403674	223.49299710485883
0.55056689342403675	219.56841129745533
0.56056689342403676	214.58855318828873
0.57056689342403677	210.47838801058336
0.58056689342403678	208.00370987309881
0.59056689342403679	206.19173977492031
0.60056689342403669	203.84600223327197
0.61056689342403669	199.66541651581664
0.6205668934240367	198.01478001305591
0.63056689342403671	197.40447382298927
0.64056689342403672	197.14382426441202
0.65056689342403673	197.46170837248579
0.66056689342403674	199.04188653342004
0.67056689342403675	202.66152343294306
0.68056689342403676	205.44736986865522
0.69056689342403677	207.00841782731234
0.70056689342403677	209.40315630469755
0.71056689342403678	211.15805199225062
0.72056689342403679	211.70271685640918
0.73056689342403669	212.95746844477716
0.7405668934240367	213.26090071632703
0.75056689342403671	210.54099175622753
0.76056689342403672	204.99967105227086
0.77056689342403673	203.31126922412457
0.78056689342403673	205.5523259073675
0.79056689342403674	209.80017849255842
0.80056689342403675	206.75215671414108
0.81056689342403676	205.98262537342492
0.88056689342403671	273.6116205282201
0.89056689342403672	279.70485635183428
0.90056689342403673	278.83232258899147
0.91056689342403674	282.10329457455555
0.92056689342403675	280.55141980557778
0.93056689342403676	278.47196599652767
0.94056689342403677	274.8780254041763
0.95056689342403677	269.63638210434942
0.96056689342403678	265.85759642697269
0.97056689342403679	264.54541324308332
0.98056689342403669	261.71633184258627
0.9905668934240367	256.06534445767875
1.0005668934240366	249.99017692643832
1.0105668934240366	233.83745348022453
1.0205668934240366	428.40639608820817
1.0305668934240366	419.427389281469
1.0405668934240366	469.618210397891
1.0505668934240366	479.15963076858196
