time	frequency
0.51049886621315188	356.37275478302757
0.52049886621315189	361.41466771206814
0.5304988662131519	359.03156640256952
0.54049886621315191	360.63178241022865
0.55049886621315192	363.83044059086848
0.56049886621315193	363.34347790103095
0.57049886621315193	360.59968365451613
0.58049886621315194	356.90108425457396
0.59049886621315195	352.51127924718674
0.60049886621315185	346.21378336595092
0.61049886621315186	333.23740672146323
0.62049886621315187	315.83163104451853
0.63049886621315188	294.04223277635492
0.64049886621315189	268.20289509781361
0.65049886621315189	243.93563436376769
0.6604988662131519	447.62782620342574
0.67049886621315191	407.21873325313703
0.68049886621315192	386.23577114557389
0.69049886621315193	391.79029354289179
0.70049886621315194	408.44331101263003
0.71049886621315195	388.47561067426636
0.72049886621315196	394.42875709836892
0.73049886621315185	409.4819539094384
0.74049886621315186	436.64277529418808
0.75049886621315187	397.26558553328579
0.76049886621315188	379.46465717840709
0.77049886621315189	398.99739802573407
0.7804988662131519	407.99831238835077
0.79049886621315191	396.83206538490128
0.80049886621315192	395.97169926047115
0.81049886621315193	394.68578782238296
0.82049886621315193	394.69943660525712
0.83049886621315194	395.54412855816958
