time	frequency
0.48172335600907029	206.61343115200947
0.4917233560090703	200.2685663628088
0.50172335600907025	193.79008088587887
0.51172335600907026	183.801565750517
0.52172335600907027	175.03409414927185
0.53172335600907028	171.70811279160321
0.54172335600907029	170.07383657030252
0.5517233560090703	168.41813399014035
0.56172335600907031	167.42789682187524
0.57172335600907032	167.22186212448051
0.58172335600907032	167.00060130394195
0.59172335600907033	165.92055847728571
0.60172335600907023	164.98433165319395
0.61172335600907024	163.26982847041057
0.62172335600907025	160.58632791812917
0.63172335600907026	156.94023452018178
0.64172335600907027	151.15666001892603
0.65172335600907028	147.66717989398822
0.66172335600907028	144.39595734329825
0.67172335600907029	141.02059474671827
0.6817233560090703	137.21711649246913
0.69172335600907031	135.68339399346681
0.70172335600907032	137.69997400876275
1.1017233560090702	315.8668120266654
1.1117233560090702	307.7779354377534
1.1217233560090702	305.69095544715839
1.1317233560090703	302.9788626946567
1.1417233560090703	298.01388382583093
1.1517233560090703	290.09488445264117
1.1617233560090703	284.64138278253006
1.1717233560090703	280.15789641344338
1.1817233560090701	273.4524438305499
1.1917233560090701	266.10036618264058
1.2017233560090701	255.30794350565733
1.2117233560090701	247.07504270226352
1.2917233560090702	248.21453204722852
1.3017233560090702	247.62075129563712
1.3117233560090702	252.10310062508188
1.3217233560090702	248.76529995088427
1.3317233560090702	249.21908265689945
